Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
LOAN|Manhattan Bridge Capital, Inc - Common Stock|S|N|N|100|N|N
LOB|Live Oak Bancshares, Inc. - Common Stock|Q|N|N|100|N|N
LOCO|El Pollo Loco Holdings, Inc. - Common Stock|Q|N|N|100|N|N
LODE|Comstock Mining, Inc. Common Stock|A|LODE|N|100|N|LODE
LOGC|LogicBio Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
LOGI|Logitech International S.A. - Registered Shares|Q|N|N|100|N|N
LOKB.U|Live Oak Acquisition Corp. II Units, each consisting of one share of Class A common stock and one-third of one redeemable warrant|N|LOKB.U|N|100|N|LOKB=
LOKB.W|Live Oak Acquisition Corp. II Redeemable Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50|N|LOKB.WS|N|100|N|LOKB+
LOKB|Live Oak Acquisition Corp. II Class A Common Stock|N|LOKB|N|100|N|LOKB
LOKM.U|Live Oak Mobility Acquisition Corp. Units, each consisting of one share of Class A common stock, and one-fifth of one warrant|N|LOKM.U|N|100|N|LOKM=
LOKM.W|Live Oak Mobility Acquisition Corp. Warrants, exercisable for one share of Class A common stock at an exercise price of $11.50 per share|N|LOKM.WS|N|100|N|LOKM+
LOKM|Live Oak Mobility Acquisition Corp. Class A Common Stock|N|LOKM|N|100|N|LOKM
LOMA|Loma Negra Compania Industrial Argentina Sociedad Anonima ADS|N|LOMA|N|100|N|LOMA
LOOP|Loop Industries, Inc. - Common Stock|G|N|N|100|N|N
LOPE|Grand Canyon Education, Inc. - Common Stock|Q|N|N|100|N|N
LOPP|Gabelli Love Our Planet & People ETF Gabelli Love Our Planet & People ETF|P|LOPP|Y|100|N|LOPP
LORL|Loral Space and Communications, Inc. - Common Stock|Q|N|D|100|N|N
LOTZW|CarLotz, Inc. - Warrant|G|N|N|100|N|N
LOTZ|CarLotz, Inc. - Class A Common Stock|G|N|N|100|N|N
LOUP|Innovator Loup Frontier Tech E|P|LOUP|Y|100|N|LOUP
LOVE|The Lovesac Company - Common Stock|G|N|N|100|N|N
LOV|Spark Networks, Inc. American Depositary Shares (each representing one-tenth of an Ordinary Share)|A|LOV|N|100|N|LOV
LOWC|SPDR MSCI ACWI Low Carbon Target ETF|P|LOWC|Y|100|N|LOWC
LOW|Lowe's Companies, Inc. Common Stock|N|LOW|N|100|N|LOW
LPCN|Lipocine Inc. - Common Stock|S|N|N|100|N|N
LPG|Dorian LPG Ltd. Common Stock|N|LPG|N|100|N|LPG
LPI|Laredo Petroleum, Inc. Common Stock|N|LPI|N|100|N|LPI
LPLA|LPL Financial Holdings Inc. - Common Stock|Q|N|N|100|N|N
LPL|LG Display Co, Ltd AMERICAN DEPOSITORY SHARES|N|LPL|N|100|N|LPL
LPRO|Open Lending Corporation - Class A Common Stock|G|N|N|100|N|N
LPSN|LivePerson, Inc. - Common Stock|Q|N|N|100|N|N
LPTH|LightPath Technologies, Inc. - Class A Common Stock|S|N|N|100|N|N
LPTX|Leap Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
LPX|Louisiana-Pacific Corporation Common Stock|N|LPX|N|100|N|LPX
LQDA|Liquidia Corporation - Common Stock|S|N|N|100|N|N
LQDH|iShares Interest Rate Hedged Corporate Bond ETF|P|LQDH|Y|100|N|LQDH
LQDI|iShares Inflation Hedged Corporate Bond ETF|Z|LQDI|Y|100|N|LQDI
LQDT|Liquidity Services, Inc. - Common Stock|Q|N|N|100|N|N
LQD|iShares iBoxx $ Investment Grade Corporate Bond ETF|P|LQD|Y|100|N|LQD
LRCX|Lam Research Corporation - Common Stock|Q|N|N|100|N|N
LRGE|ClearBridge Large Cap Growth ESG ETF|G|N|N|100|Y|N
LRGF|iShares MSCI USA Multifactor ETF|P|LRGF|Y|100|N|LRGF
LRMR|Larimar Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
LRNZ|TrueShares Technology, AI & Deep Learning ETF|P|LRNZ|Y|100|N|LRNZ
LRN|Stride, Inc. Common Stock|N|LRN|N|100|N|LRN
LSAF|LeaderShares AlphaFactor US Core Equity ETF|P|LSAF|Y|100|N|LSAF
LSAQ|LifeSci Acquisition II Corp. - Common Stock|S|N|N|100|N|N
LSAT|LeaderShares AlphaFactor Tactical Focused ETF|P|LSAT|Y|100|N|LSAT
LSBK|Lake Shore Bancorp, Inc. - Common Stock|G|N|N|100|N|N
LSCC|Lattice Semiconductor Corporation - Common Stock|Q|N|N|100|N|N
LSEAW|Landsea Homes Corporation - Warrant|S|N|N|100|N|N
LSEA|Landsea Homes Corporation - Common Stock|S|N|N|100|N|N
LSF|Laird Superfood, Inc. Common Stock|A|LSF|N|100|N|LSF
LSI|Life Storage, Inc. Common Stock|N|LSI|N|100|N|LSI
LSLT|Pacer Salt Low truBeta US Market ETF|Z|LSLT|Y|100|N|LSLT
LSPD|Lightspeed POS Inc. Subordinate Voting Shares|N|LSPD|N|100|N|LSPD
LSST|Natixis ETF Trust Natixis Loomis Sayles Short Duration Income ETF|P|LSST|Y|100|N|LSST
LSTR|Landstar System, Inc. - Common Stock|Q|N|N|100|N|N
LSXMA|Liberty Media Corporation - Series A Liberty SiriusXM Common Stock|Q|N|N|100|N|N
LSXMB|Liberty Media Corporation - Series B Liberty SiriusXM Common Stock|Q|N|N|100|N|N
LSXMK|Liberty Media Corporation - Series C Liberty SiriusXM Common Stock|Q|N|N|100|N|N
LTBR|Lightbridge Corporation - Common Stock|S|N|N|100|N|N
LTC|LTC Properties, Inc. Common Stock|N|LTC|N|100|N|LTC
LTHM|Livent Corporation Common Stock|N|LTHM|N|100|N|LTHM
LTL|ProShares Ultra Telecommunications ProShares|P|LTL|Y|100|N|LTL
LTPZ|Pimco 15  Year U.S. TIPS Index Exchange-Traded Fund|P|LTPZ|Y|100|N|LTPZ
LTRN|Lantern Pharma Inc. - Common Stock|S|N|N|100|N|N
LTRPA|Liberty TripAdvisor Holdings, Inc. - Series A Common Stock|Q|N|N|100|N|N
LTRPB|Liberty TripAdvisor Holdings, Inc. - Series B Common Stock|Q|N|N|100|N|N
LTRX|Lantronix, Inc. - Common Stock|S|N|N|100|N|N
LUB|Luby's, Inc. Common Stock|N|LUB|N|100|N|LUB
LULU|lululemon athletica inc. - Common Stock|Q|N|N|100|N|N
LUMN|Lumen Technologies, Inc. Common Stock|N|LUMN|N|100|N|LUMN
LUMO|Lumos Pharma, Inc. - Common Stock|G|N|N|100|N|N
LUNA|Luna Innovations Incorporated - Common Stock|S|N|N|100|N|N
LUNG|Pulmonx Corporation - Common Stock|Q|N|N|100|N|N
LUV|Southwest Airlines Company Common Stock|N|LUV|N|100|N|LUV
LUXAU|Lux Health Tech Acquisition Corp. - Units|S|N|N|100|N|N
LUXAW|Lux Health Tech Acquisition Corp. - Warrants|S|N|N|100|N|N
LUXA|Lux Health Tech Acquisition Corp. - Class A Common Stock|S|N|N|100|N|N
LUXE|Emles Trust Emles Luxury Goods ETF|Z|LUXE|Y|100|N|LUXE
LU|Lufax Holding Ltd American Depositary Shares, two of which representing one Ordinary Share|N|LU|N|100|N|LU
LVHD|Legg Mason Low Volatility High Dividend ETF|G|N|N|100|Y|N
LVHI|Legg Mason International Low Volatility High Dividend ETF|Z|LVHI|Y|100|N|LVHI
LVOL|American Century Low Volatility ETF|P|LVOL|Y|100|N|LVOL
LVRAU|Levere Holdings Corp. - Unit|S|N|N|100|N|N
LVS|Las Vegas Sands Corp. Common Stock|N|LVS|N|100|N|LVS
LVTX|LAVA Therapeutics N.V. - Ordinary Shares|Q|N|N|100|N|N
LWACU|Locust Walk Acquisition Corp. - Unit|S|N|N|100|N|N
LWACW|Locust Walk Acquisition Corp. - Warrant|S|N|N|100|N|N
LWAC|Locust Walk Acquisition Corp. - Class A Common stock|S|N|N|100|N|N
LWAY|Lifeway Foods, Inc. - Common Stock|G|N|N|100|N|N
LW|Lamb Weston Holdings, Inc. Common Stock |N|LW|N|100|N|LW
LXEH|Lixiang Education Holding Co., Ltd. - American Depositary Shares|G|N|N|100|N|N
LXFR|Luxfer Holdings PLC Ordinary Shares|N|LXFR|N|100|N|LXFR
LXP$C|Lexington Realty Trust  Preferred Conv. Series C|N|LXPpC|N|100|N|LXP-C
LXP|Lexington Realty Trust Common Stock|N|LXP|N|100|N|LXP
LXRX|Lexicon Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
LXU|LSB Industries, Inc. Common Stock|N|LXU|N|100|N|LXU
LX|LexinFintech Holdings Ltd. - American Depositary Shares|Q|N|N|100|N|N
LYB|LyondellBasell Industries NV Ordinary Shares Class A (Netherlands)|N|LYB|N|100|N|LYB
LYFE|2ndVote Life Neutral Plus ETF|Z|LYFE|Y|100|N|LYFE
LYFT|Lyft, Inc. - Class A Common Stock|Q|N|N|100|N|N
LYG|Lloyds Banking Group Plc American Depositary Shares|N|LYG|N|100|N|LYG
LYL|Dragon Victory International Limited - Ordinary Shares|S|N|N|100|N|N
LYRA|Lyra Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
LYTS|LSI Industries Inc. - Common Stock|Q|N|N|100|N|N
LYV|Live Nation Entertainment, Inc. Common Stock|N|LYV|N|100|N|LYV
LZB|La-Z-Boy Incorporated Common Stock|N|LZB|N|100|N|LZB
L|Loews Corporation Common Stock|N|L|N|100|N|L
MAA$I|Mid-America Apartment Communities, Inc. 8.50% Series I Cumulative Redeemable Preferred Stock|N|MAApI|N|100|N|MAA-I
MAACU|Montes Archimedes Acquisition Corp. - Unit|S|N|N|100|N|N
MAACW|Montes Archimedes Acquisition Corp. - Warrant|S|N|N|100|N|N
MAAC|Montes Archimedes Acquisition Corp. - Class A Common Stock|S|N|N|100|N|N
MAAX|VanEck Vectors ETF Trust VanEck Vectors Muni Allocation ETF|Z|MAAX|Y|100|N|MAAX
MAA|Mid-America Apartment Communities, Inc. Common Stock|N|MAA|N|100|N|MAA
MACAU|Moringa Acquisition Corp - Units|S|N|N|100|N|N
MACAW|Moringa Acquisition Corp - Warrant|S|N|N|100|N|N
MACA|Moringa Acquisition Corp - Class A Ordinary Shares|S|N|N|100|N|N
MACC.U|Mission Advancement Corp. Units, each consisting of one share of Class A Common Stock and one-third of one Redeemable Warrant|N|MACC.U|N|100|N|MACC=
MACK|Merrimack Pharmaceuticals, Inc. - Common Stock|G|N|N|100|N|N
MACQU|MCAP Acquisition Corporation - Unit|S|N|N|100|N|N
MACQW|MCAP Acquisition Corporation - Warrants|S|N|N|100|N|N
MACQ|MCAP Acquisition Corporation - Class A Common Stock|S|N|N|100|N|N
MACUU|Mallard Acquisition Corp. - Unit|S|N|N|100|N|N
MACUW|Mallard Acquisition Corp. - Warrant|S|N|N|100|N|N
MACU|Mallard Acquisition Corp. - Common Stock|S|N|N|100|N|N
MAC|Macerich Company (The) Common Stock|N|MAC|N|100|N|MAC
MAGA|Point Bridge GOP Stock Tracker ETF|Z|MAGA|Y|100|N|MAGA
MAGS|Magal Security Systems Ltd. - Ordinary Shares|G|N|N|100|N|N
MAG|MAG Silver Corporation Ordinary Shares|A|MAG|N|100|N|MAG
MAIN|Main Street Capital Corporation Common Stock|N|MAIN|N|100|N|MAIN
MAMB|Monarch Ambassador Income ETF|Z|MAMB|Y|100|N|MAMB
MANH|Manhattan Associates, Inc. - Common Stock|Q|N|N|100|N|N
MANT|ManTech International Corporation - Class A Common Stock|Q|N|N|100|N|N
MANU|Manchester United Ltd. Class A Ordinary Shares|N|MANU|N|100|N|MANU
MAN|ManpowerGroup Common Stock|N|MAN|N|100|N|MAN
MARA|Marathon Digital Holdings, Inc. - Common Stock|S|N|N|100|N|N
MARB|First Trust Merger Arbitrage ETF|P|MARB|Y|100|N|MARB
MARK|Remark Holdings, Inc. - Common Stock|S|N|N|100|N|N
MARPS|Marine Petroleum Trust - Units of Beneficial Interest|S|N|N|100|N|N
MARZ|TrueShares Structured Outcome (March) ETF|Z|MARZ|Y|100|N|MARZ
MAR|Marriott International - Class A Common Stock|Q|N|N|100|N|N
MASI|Masimo Corporation - Common Stock|Q|N|N|100|N|N
MASS|908 Devices Inc. - Common Stock|G|N|N|100|N|N
MAS|Masco Corporation Common Stock|N|MAS|N|100|N|MAS
MATW|Matthews International Corporation - Class A Common Stock|Q|N|N|100|N|N
MATX|Matson, Inc. Common Stock|N|MATX|N|100|N|MATX
MAT|Mattel, Inc. - Common Stock|Q|N|N|100|N|N
MAV|Pioneer Municipal High Income Advantage Fund, Inc.|N|MAV|N|100|N|MAV
MAXN|Maxeon Solar Technologies, Ltd. - Ordinary Shares|Q|N|N|100|N|N
MAXR|Maxar Technologies Inc.|N|MAXR|N|100|N|MAXR
MAX|MediaAlpha, Inc. Class A Common Stock|N|MAX|N|100|N|MAX
MAYS|J. W. Mays, Inc. - Common Stock|S|N|N|100|N|N
MA|Mastercard Incorporated Common Stock|N|MA|N|100|N|MA
MBAC.U|M3-Brigade Acquisition II Corp. Units, each consisting of one share of Class A common stock, and one-third of one redeemable warrant|N|MBAC.U|N|100|N|MBAC=
MBBB|VanEck Vectors Moody's Analytics BBB Corporate Bond ETF|Z|MBBB|Y|100|N|MBBB
MBB|iShares MBS ETF|G|N|N|100|Y|N
MBCC|Monarch Blue Chips Core ETF|Z|MBCC|Y|100|N|MBCC
MBCN|Middlefield Banc Corp. - Common Stock|S|N|N|100|N|N
MBII|Marrone Bio Innovations, Inc. - Common Stock|S|N|N|100|N|N
MBINN|Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock|S|N|N|100|N|N
MBINO|Merchants Bancorp - Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate|S|N|N|100|N|N
MBINP|Merchants Bancorp - 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock|S|N|N|100|N|N
MBIN|Merchants Bancorp - Common Stock|S|N|N|100|N|N
MBIO|Mustang Bio, Inc. - Common Stock|G|N|N|100|N|N
MBI|MBIA Inc. Common Stock|N|MBI|N|100|N|MBI
MBND|SPDR Nuveen Municipal Bond ETF|Z|MBND|Y|100|N|MBND
MBNKP|Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F|S|N|N|100|N|N
MBOT|Microbot Medical Inc.  - Common Stock|S|N|N|100|N|N
MBRX|Moleculin Biotech, Inc. - Common Stock|S|N|N|100|N|N
MBSD|FlexShares Trust FlexShares Disciplined Duration MBS Index Fund|P|MBSD|Y|100|N|MBSD
MBTCU|Nocturne Acquisition Corporation - Unit|S|N|N|100|N|N
MBT|Mobile TeleSystems PJSC|N|MBT|N|100|N|MBT
MBUU|Malibu Boats, Inc. - Common Stock|G|N|N|100|N|N
MBWM|Mercantile Bank Corporation - Common Stock|Q|N|N|100|N|N
MCADR|Mountain Crest Acquisition Corp. II - Right|S|N|N|100|N|N
MCADU|Mountain Crest Acquisition Corp. II - Units each consisting of one share of Common Stock, $0.0001 par value andone Right to acquire 1/10 of one share of Common Stock.|S|N|N|100|N|N
MCAD|Mountain Crest Acquisition Corp. II - Common Stock|S|N|N|100|N|N
MCA|Blackrock MuniYield California Quality Fund, Inc. Common Stock|N|MCA|N|100|N|MCA
MCBC|Macatawa Bank Corporation - Common Stock|Q|N|N|100|N|N
MCBS|MetroCity Bankshares, Inc. - Common Stock|Q|N|N|100|N|N
MCB|Metropolitan Bank Holding Corp. Common Stock|N|MCB|N|100|N|MCB
MCD|McDonald's Corporation Common Stock|N|MCD|N|100|N|MCD
MCEF|First Trust Municipal CEF Income Opportunity ETF|G|N|N|100|Y|N
MCFE|McAfee Corp. - Class A Common Stock|Q|N|N|100|N|N
MCFT|MasterCraft Boat Holdings, Inc. - Common Stock|G|N|N|100|N|N
MCF|Contango Oil & Gas Company Common Stock (TX)|A|MCF|N|100|N|MCF
MCHI|iShares MSCI China ETF|G|N|N|100|Y|N
MCHP|Microchip Technology Incorporated - Common Stock|Q|N|N|100|N|N
MCHX|Marchex, Inc. - Class B Common Stock|Q|N|N|100|N|N
MCI|Barings Corporate Investors Common Stock|N|MCI|N|100|N|MCI
MCK|McKesson Corporation Common Stock|N|MCK|N|100|N|MCK
MCMJW|Merida Merger Corp. I - Warrant|S|N|N|100|N|N
MCMJ|Merida Merger Corp. I - Common Stock|S|N|N|100|N|N
MCN|Madison Covered Call & Equity Strategy Fund Common Stock|N|MCN|N|100|N|MCN
MCO|Moody's Corporation Common Stock|N|MCO|N|100|N|MCO
MCRB|Seres Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
MCRI|Monarch Casino & Resort, Inc. - Common Stock|Q|N|N|100|N|N
MCRO|IQ Hedge Macro Tracker ETF|P|MCRO|Y|100|N|MCRO
MCR|MFS Charter Income Trust Common Stock|N|MCR|N|100|N|MCR
MCS|Marcus Corporation (The) Common Stock|N|MCS|N|100|N|MCS
MCY|Mercury General Corporation Common Stock|N|MCY|N|100|N|MCY
MC|Moelis & Company Class A Common Stock|N|MC|N|100|N|MC
MDB|MongoDB, Inc. - Class A Common Stock|G|N|N|100|N|N
MDCA|MDC Partners Inc. - Class A Subordinate Voting Shares|Q|N|N|100|N|N
MDC|M.D.C. Holdings, Inc. Common Stock|N|MDC|N|100|N|MDC
MDGL|Madrigal Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
MDGSW|Medigus Ltd. - Series C Warrant|S|N|N|100|N|N
MDGS|Medigus Ltd. - American Depositary Shares|S|N|N|100|N|N
MDH.U|MDH Acquisition Corp. Units, each consisting of one share of Class A Common Stock and one-half of one redeemable warrant|N|MDH.U|N|100|N|MDH=
MDH.W|MDH Acquisition Corp. Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share|N|MDH.WS|N|100|N|MDH+
MDH|MDH Acquisition Corp. Class A Common Stock|N|MDH|N|100|N|MDH
MDIA|Mediaco Holding Inc. - Class A Common Stock|S|N|N|100|N|N
MDIV|Multi-Asset Diversified Income Index Fund|G|N|N|100|Y|N
MDJH|MDJM LTD - Ordinary Shares|S|N|N|100|N|N
MDLA|Medallia, Inc. Common Stock|N|MDLA|N|100|N|MDLA
MDLQ|Medley LLC 7.25% Notes due 2024|N|MDLQ|N|100|N|MDLQ
MDLX|Medley LLC 6.875% Senior Notes due 2026|N|MDLX|N|100|N|MDLX
MDLY|Medley Management Inc. Class A Common Stock|N|MDLY|N|100|N|MDLY
MDLZ|Mondelez International, Inc. - Class A Common Stock|Q|N|N|100|N|N
MDNA|Medicenna Therapeutics Corp. - Common Shares|S|N|N|100|N|N
MDP|Meredith Corporation Common Stock|N|MDP|N|100|N|MDP
MDRRP|Medalist Diversified REIT, Inc. - Series A Cumulative Redeemable Preferred Stock|S|N|N|100|N|N
MDRR|Medalist Diversified REIT, Inc. - Common Stock|S|N|N|100|N|N
MDRX|Allscripts Healthcare Solutions, Inc. - common stock|Q|N|N|100|N|N
MDT|Medtronic plc. Ordinary Shares|N|MDT|N|100|N|MDT
MDU|MDU Resources Group, Inc. Common Stock (Holding Company)|N|MDU|N|100|N|MDU
MDVL|MedAvail Holdings, Inc.  - Common Stock|S|N|N|100|N|N
MDWD|MediWound Ltd. - Ordinary Shares|G|N|N|100|N|N
MDWT|Midwest Holding Inc. - Common Stock|S|N|N|100|N|N
MDXG|MiMedx Group, Inc - Common Stock|S|N|N|100|N|N
MDYG|SPDR S&P 400 Mid Cap Growth ETF (based on S&P MidCap 400 Growth Index--symbol: MUV)|P|MDYG|Y|100|N|MDYG
MDYV|SPDR S&P 400 Mid Cap Value ETF (based on S&P MidCap 400 Value Index--symbol: MGD|P|MDYV|Y|100|N|MDYV
MDY|SPDR MidCap Trust Series I|P|MDY|Y|100|N|MDY
MD|Mednax, Inc. Common Stock|N|MD|N|100|N|MD
MEAR|BlackRock Short Maturity Municipal Bond ETF|Z|MEAR|Y|100|N|MEAR
MEC|Mayville Engineering Company, Inc. Common Stock|N|MEC|N|100|N|MEC
MEDP|Medpace Holdings, Inc. - Common Stock|Q|N|N|100|N|N
MEDS|Trxade Group, Inc. - Common Stock|S|N|N|100|N|N
MED|MEDIFAST INC Common Stock|N|MED|N|100|N|MED
MEG|Montrose Environmental Group, Inc. Common Stock|N|MEG|N|100|N|MEG
MEIP|MEI Pharma, Inc. - Common Stock|S|N|N|100|N|N
MEI|Methode Electronics, Inc. Common Stock|N|MEI|N|100|N|MEI
MELI|MercadoLibre, Inc. - Common Stock|Q|N|N|100|N|N
MEOH|Methanex Corporation - Common Stock|Q|N|N|100|N|N
MER$K|Bank of America Corporation Income Capital Obligation Notes initially due December 15, 2066|N|MERpK|N|100|N|MER-K
MERC|Mercer International Inc. - Common Stock|Q|N|N|100|N|N
MESA|Mesa Air Group, Inc. - Common Stock|Q|N|N|100|N|N
MESO|Mesoblast Limited - American Depositary Shares|Q|N|N|100|N|N
MET$A|MetLife, Inc. Preferred Series A Floating Rate|N|METpA|N|100|N|MET-A
MET$E|MetLife, Inc. Depositary shares, each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock, Series E.|N|METpE|N|100|N|MET-E
MET$F|MetLife, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.75% Non-Cumulative Preferred Stock, Series F|N|METpF|N|100|N|MET-F
METC|Ramaco Resources, Inc. - Common Stock|Q|N|N|100|N|N
METXW|Meten EdtechX Education Group Ltd. - Warrant|S|N|N|100|N|N
METX|Meten EdtechX Education Group Ltd. - Ordinary Shares|S|N|N|100|N|N
MET|MetLife, Inc. Common Stock|N|MET|N|100|N|MET
MEXX|Direxion Daily MSCI Mexico Bull 3X Shares|P|MEXX|Y|100|N|MEXX
MFA$B|MFA Financial, Inc. Preferred Series B|N|MFApB|N|100|N|MFA-B
MFA$C|MFA Financial, Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock|N|MFApC|N|100|N|MFA-C
MFA|MFA Financial, Inc.|N|MFA|N|100|N|MFA
MFC|Manulife Financial Corporation Common Stock|N|MFC|N|100|N|MFC
MFDX|PIMCO Equitiy Series PIMCO RAFI Dynamic Multi-Factor International Equity ETF|P|MFDX|Y|100|N|MFDX
MFD|Macquarie First Trust Global Common Stock|N|MFD|N|100|N|MFD
MFEM|PIMCO Equitiy Series PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF|P|MFEM|Y|100|N|MFEM
MFGP|Micro Focus Intl PLC ADS each representing One Ord Sh|N|MFGP|N|100|N|MFGP
MFG|Mizuho Financial Group, Inc. Sponosred ADR (Japan)|N|MFG|N|100|N|MFG
MFH|Mercurity Fintech Holding Inc. - American Depositary Shares|S|N|N|100|N|N
MFIN|Medallion Financial Corp. - Common Stock|Q|N|N|100|N|N
MFL|Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest|N|MFL|N|100|N|MFL
MFMS|Motley Fool Small-Cap Growth ETF|Z|MFMS|Y|100|N|MFMS
MFM|MFS Municipal Income Trust Common Stock|N|MFM|N|100|N|MFM
MFNC|Mackinac Financial Corporation - Common Stock|S|N|N|100|N|N
MFUS|PIMCO Equitiy Series PIMCO RAFI Dynamic Multi-Factor U.S. Equity ETF|P|MFUS|Y|100|N|MFUS
MFV|MFS Special Value Trust Common Stock|N|MFV|N|100|N|MFV
MGA|Magna International, Inc. Common Stock|N|MGA|N|100|N|MGA
MGC|Vanguard Mega Cap ETF|P|MGC|Y|100|N|MGC
MGEE|MGE Energy Inc. - Common Stock|Q|N|N|100|N|N
MGF|MFS Government Markets Income Trust Common Stock|N|MGF|N|100|N|MGF
MGIC|Magic Software Enterprises Ltd. - Ordinary Shares|Q|N|N|100|N|N
MGI|Moneygram International, Inc. - Common Stock|Q|N|N|100|N|N
MGK|Vanguard Mega Cap Growth ETF|P|MGK|Y|100|N|MGK
MGLN|Magellan Health, Inc. - Common Stock|Q|N|N|100|N|N
MGMT|Ballast Small/Mid Cap ETF|P|MGMT|Y|100|N|MGMT
MGM|MGM Resorts International Common Stock|N|MGM|N|100|N|MGM
MGNI|Magnite, Inc. - Common Stock|Q|N|N|100|N|N
MGNX|MacroGenics, Inc. - Common Stock|Q|N|N|100|N|N
MGPI|MGP Ingredients, Inc. - Common Stock|Q|N|N|100|N|N
MGP|MGM Growth Properties LLC Class A common shares representing limited liability company interests|N|MGP|N|100|N|MGP
MGRB|Affiliated Managers Group, Inc. 4.750% Junior Subordinated Notes due 2060|N|MGRB|N|100|N|MGRB
MGRC|McGrath RentCorp - Common Stock|Q|N|N|100|N|N
MGR|Affiliated Managers Group, Inc. 5.875% Junior Subordinated Notes due 2059|N|MGR|N|100|N|MGR
MGTA|Magenta Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
MGTX|MeiraGTx Holdings plc - Ordinary Shares|Q|N|N|100|N|N
MGU|Macquarie Global Infrastructure Total Return Fund Inc. Common Stock|N|MGU|N|100|N|MGU
MGV|Vanguard Mega Cap Value ETF|P|MGV|Y|100|N|MGV
MGYR|Magyar Bancorp, Inc. - Common Stock|G|N|N|100|N|N
MGY|Magnolia Oil & Gas Corporation Class A Common Stock|N|MGY|N|100|N|MGY
MG|Mistras Group Inc Common Stock|N|MG|N|100|N|MG
MH$A|Maiden Holdings, Ltd. Pref Shs Ser A (Bermuda)|N|MHpA|N|100|N|MH-A
MH$C|Maiden Holdings North America, Ltd. 7.125% Non-Cumulative Preference Shares, Series C|N|MHpC|N|100|N|MH-C
MH$D|Maiden Holdings, Ltd. 6.700% Non-Cumulative Preference Shares, Series D|N|MHpD|N|100|N|MH-D
MHD|Blackrock MuniHoldings Fund, Inc. Common Stock|N|MHD|N|100|N|MHD
MHF|Western Asset Municipal High Income Fund, Inc. Common Stock|N|MHF|N|100|N|MHF
MHH|Mastech Digital, Inc Common Stock|A|MHH|N|100|N|MHH
MHI|Pioneer Municipal High Income Fund, Inc.|N|MHI|N|100|N|MHI
MHK|Mohawk Industries, Inc. Common Stock|N|MHK|N|100|N|MHK
MHLA|Maiden Holdings, Ltd. 6.625% Notes due 2046|N|MHLA|N|100|N|MHLA
MHLD|Maiden Holdings, Ltd. - Common Stock|S|N|N|100|N|N
MHNC|Maiden Holdings North America, Ltd. 7.75% Notes due 2043|N|MHNC|N|100|N|MHNC
MHN|Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock|N|MHN|N|100|N|MHN
MHO|M/I Homes, Inc. Common Stock|N|MHO|N|100|N|MHO
MICT|MICT, Inc. - Common Stock|S|N|N|100|N|N
MIC|Macquarie Infrastructure Corporation Common Stock|N|MIC|N|100|N|MIC
MIDD|The Middleby Corporation - Common Stock|Q|N|N|100|N|N
MIDE|Xtrackers S&P MidCap 400 ESG ETF|P|MIDE|Y|100|N|MIDE
MIDF|iShares MSCI USA Mid-Cap Multifactor ETF|P|MIDF|Y|100|N|MIDF
MIDU|Direxion Mid Cap Bull 3X Shares|P|MIDU|Y|100|N|MIDU
MID|American Century Mid Cap Growth Impact ETF|P|MID|Y|100|N|MID
MIE|Cohen & Steers MLP Income and Energy Opportunity Fund, Inc. Common Stock|N|MIE|N|100|N|MIE
MIG|VanEck Vectors Moody's Analytics IG Corporate Bond ETF|Z|MIG|Y|100|N|MIG
MILEW|Metromile, Inc. - Warrant|S|N|N|100|N|N
MILE|Metromile, Inc. - Common Stock|S|N|N|100|N|N
MILN|Global X Millennial Consumer ETF|G|N|N|100|Y|N
MIME|Mimecast Limited - Ordinary Shares|Q|N|N|100|N|N
MINC|AdvisorShares Newfleet Multi-sector Income ETF|P|MINC|Y|100|N|MINC
MINDP|MIND Technology, Inc. - Series A 9.00% Series A Cumulative Preferred Stock|Q|N|N|100|N|N
MIND|MIND Technology, Inc. - Common Stock|Q|N|N|100|N|N
